Year,State,conf_policia,percep_ausencia_corrupcion_sistjud,percep_conf_jueces,percep_inseguridad,iden_polfed_efectivo,porcentaje_victimas_hogares,porcentaje_victimas_mujeres,tasa_incid_delictiva,tasa_inseg_localidad,tasa_inseg_estado,tasa_inseg_municipio,tasa_prev_delictiva,tasa_prev_delictiva_hombres,tasa_prev_delictiva_mujeres,Number_crimes,Regiones
2020-01-01,18,52.4902399603812,22.4926549283262,57.8465200269423,36.8657710073393,358391.0,19.148166434367,15.2914187442744,22068.6324962812,36865.7710073393,75333.2772576861,64436.3771075346,16529.7376219104,18094.6422156112,15291.4187442744,39061,7
2020-01-01,19,53.160719369893,17.4169019022347,45.2622448424476,58.4762746597824,519825.0,31.6001103274179,22.1380320217249,33013.6902031531,58476.2746597824,87461.595233139,78472.1480359163,25380.5025937432,29185.3354667721,22138.0320217249,63587,5
2020-01-01,20,67.2865999046257,27.980765406017,54.0813846079051,44.4989592346574,256759.0,32.013069009956,26.5663402726285,36033.7927210232,44498.9592346574,48904.7094397135,49856.6953401116,27959.1571876716,29666.3714890519,26566.3402726285,51921,0
2020-01-01,21,47.4991159722476,26.3681889349699,54.7634129725466,48.4461691487808,170009.0,29.6082761911303,23.9565957125033,35534.6361260694,48446.1691487808,83102.0039421813,78680.0536574682,25407.425278364,26955.8171740681,23956.5957125033,40751,6
2020-01-01,22,49.7903943495104,27.5632969834556,62.2853127575909,50.7816702175963,396059.0,24.2093044897672,17.5363697812496,29384.3015841235,50781.6702175963,80243.6752703946,73395.1544363336,20042.0565494889,22905.6785217984,17536.3697812496,45808,0
2020-01-01,23,59.9633290418427,32.2224832915622,68.1616149749373,29.7769701918287,473869.0,26.1254085907647,21.5269393738059,25944.7314801339,29776.9701918287,67412.1794349742,56410.8774494198,21153.3073788386,20735.7160537465,21526.9393738059,23910,3
2020-01-01,24,51.9932845874598,31.5692087598318,53.6213078266833,43.4168252422888,501049.0,25.4115358029748,18.4224485558291,25646.0257163488,43416.8252422888,68372.3503119883,65157.1005000664,21588.8613317427,24938.4411490001,18422.4485558291,31090,3
2020-01-01,25,48.0289606908874,23.2444906148149,55.9312625393528,61.1249071643009,215158.0,28.6992732615414,24.6178977806151,32147.6248879664,61124.9071643009,90068.3061538301,87871.212041967,24901.3514788433,25225.9864850848,24617.8977806151,45014,6
2020-01-01,26,54.7038227014552,33.8577742815048,60.768261544923,35.651021565349,617731.0,18.9623065115162,16.2338067413861,21953.9703370358,35651.021565349,79806.9547584999,66028.8285410784,16125.3652149508,16007.9790743342,16233.8067413861,31844,2
2020-01-01,27,53.3925214491558,17.8982703156324,57.8385938738403,49.0940417630257,220443.0,30.3421928692642,23.8229957157682,30177.0979757667,49094.0417630257,67748.6862856012,63360.110653829,25458.2168539314,27428.8655280183,23822.9957157682,4141,5
2020-01-01,28,54.0146965818401,27.0099129955182,54.2435999183215,41.1632339791113,913490.0,17.0538866289527,14.2408348166004,19542.2620860218,41163.2339791113,86058.5859147286,71167.4679631267,14108.4150133295,13961.2327192011,14240.8348166004,78967,5
2020-01-01,29,79.5141380526017,28.4703600493074,62.8979207926577,22.3138004391204,262010.0,20.1872399763313,15.1781536122645,17685.6140819336,22313.8004391204,26570.0070911497,25154.6211922991,15436.6979304582,15742.1139772304,15178.1536122645,8417,6
2020-01-01,30,56.6917090477013,37.399423043732,64.9453864045433,40.8079269627023,274628.0,21.0721871855744,16.271232620116,22362.6732861777,40807.9269627023,84824.8032702223,79944.3291930359,17601.4570587961,19085.9147408648,16271.232620116,22742,0
